SSA,MP concentration,HM concentration,Hydrated radius,Electronegativity,Molar mass,Temperature,pH,logQmax
160,6.6,25.33282,4.19,1.9,63.55,25,7,-0.047207557
160,6.6,38.03378,4.19,1.9,63.55,25,7,-0.047207557
160,6.6,2.24144,4.19,1.9,63.55,25,7,-0.057495894
160,6.6,5.89019,4.19,1.9,63.55,25,7,-0.057495894
160,6.6,11.45712,4.19,1.9,63.55,25,7,-0.057495894
160,6.6,25.27538,4.19,1.9,63.55,25,7,-0.057495894
160,6.6,37.99552,4.19,1.9,63.55,25,7,-0.057495894
160,6.6,2.184,4.19,1.9,63.55,25,7,-0.014124643
160,6.6,6.27104,4.19,1.9,63.55,25,7,-0.014124643
160,6.6,11.58053,4.19,1.9,63.55,25,7,-0.014124643
160,6.6,25.8397,4.19,1.9,63.55,25,7,-0.014124643
160,6.6,38.02654,4.19,1.9,63.55,25,7,-0.014124643
1,1,42.8572,4.19,1.9,63.55,20,5,1.705949195
1,1,95.2172,4.19,1.9,63.55,20,5,1.705949195
1,1,150.4348,4.19,1.9,63.55,20,5,1.705949195
1,1,206.1427,4.19,1.9,63.55,20,5,1.705949195
1,1,254.4969,4.19,1.9,63.55,20,5,1.705949195
1,1,43.07663,4.19,1.9,63.55,30,5,1.839540893
1,1,95.371,4.19,1.9,63.55,30,5,1.839540893
1,1,150.3843,4.19,1.9,63.55,30,5,1.839540893
1,1,206.1657,4.19,1.9,63.55,30,5,1.839540893
1,1,254.7678,4.19,1.9,63.55,30,5,1.839540893
1,1,43.6177,4.19,1.9,63.55,40,5,1.894980291
1,1,95.2834,4.19,1.9,63.55,40,5,1.894980291
1,1,150.1657,4.19,1.9,63.55,40,5,1.894980291
1,1,205.9167,4.19,1.9,63.55,40,5,1.894980291
1,1,254.3811,4.19,1.9,63.55,40,5,1.894980291
150,5,0.966234,3.75,1.6,51.996,5,4,-1.348721986
150,5,1.9311645,3.75,1.6,51.996,5,4,-1.348721986
150,5,4.0207765,3.75,1.6,51.996,5,4,-1.348721986
150,5,5.967528,3.75,1.6,51.996,5,4,-1.348721986
150,5,7.98571,3.75,1.6,51.996,5,4,-1.348721986
150,5,9.98571,3.75,1.6,51.996,5,4,-1.348721986
150,5,14.9857,3.75,1.6,51.996,5,4,-1.348721986
150,5,20.0402455,3.75,1.6,51.996,5,4,-1.348721986
150,5,2.012619,3.75,1.6,51.996,15,4,-1.160962127
150,5,3.9888745,3.75,1.6,51.996,15,4,-1.160962127
150,5,6.0711065,3.75,1.6,51.996,15,4,-1.160962127
150,5,10.111422,3.75,1.6,51.996,15,4,-1.160962127
150,5,14.8452455,3.75,1.6,51.996,15,4,-1.160962127
150,5,19.9880275,3.75,1.6,51.996,15,4,-1.160962127
150,5,0.966234,3.75,1.6,51.996,25,4,-0.928523032
150,5,1.98571,3.75,1.6,51.996,25,4,-0.928523032
150,5,3.98571,3.75,1.6,51.996,25,4,-0.928523032
150,5,6.0220735,3.75,1.6,51.996,25,4,-0.928523032
150,5,10.094801,3.75,1.6,51.996,25,4,-0.928523032
150,5,14.6857,3.75,1.6,51.996,25,4,-0.928523032
150,5,20.1870275,3.75,1.6,51.996,25,4,-0.928523032
150,5,0.88678265,3.75,1.6,51.996,35,4,-1.150396342
150,5,1.933269,3.75,1.6,51.996,35,4,-1.150396342
150,5,4.149711,3.75,1.6,51.996,35,4,-1.150396342
150,5,6.1003245,3.75,1.6,51.996,35,4,-1.150396342
150,5,8.2279845,3.75,1.6,51.996,35,4,-1.150396342
150,5,10.1428745,3.75,1.6,51.996,35,4,-1.150396342
150,5,15.0191,3.75,1.6,51.996,35,4,-1.150396342
150,5,20.073009,3.75,1.6,51.996,35,4,-1.150396342
150,5,0.9710235,3.75,1.6,51.996,5,4,-1.058737091
150,5,1.9385215,3.75,1.6,51.996,5,4,-1.058737091
150,5,3.9224315,3.75,1.6,51.996,5,4,-1.058737091
150,5,5.918876,3.75,1.6,51.996,5,4,-1.058737091
150,5,7.8777375,3.75,1.6,51.996,5,4,-1.058737091
150,5,10.3442275,3.75,1.6,51.996,5,4,-1.058737091
150,5,15.290856,3.75,1.6,51.996,5,4,-1.058737091
150,5,20.4121535,3.75,1.6,51.996,5,4,-1.058737091
150,5,1.9923435,3.75,1.6,51.996,15,4,-0.959595471
150,5,3.984677,3.75,1.6,51.996,15,4,-0.959595471
150,5,6.015023,3.75,1.6,51.996,15,4,-0.959595471
150,5,7.991609,3.75,1.6,51.996,15,4,-0.959595471
150,5,10.019886,3.75,1.6,51.996,15,4,-0.959595471
150,5,15.0209605,3.75,1.6,51.996,15,4,-0.959595471
150,5,19.996645,3.75,1.6,51.996,15,4,-0.959595471
150,5,1.021117,3.75,1.6,51.996,25,4,-0.976048293
150,5,1.988618,3.75,1.6,51.996,25,4,-0.976048293
150,5,3.957655,3.75,1.6,51.996,25,4,-0.976048293
150,5,5.98502,3.75,1.6,51.996,25,4,-0.976048293
150,5,7.993978,3.75,1.6,51.996,25,4,-0.976048293
150,5,10.248337,3.75,1.6,51.996,25,4,-0.976048293
150,5,14.9280605,3.75,1.6,51.996,25,4,-0.976048293
150,5,20.023055,3.75,1.6,51.996,25,4,-0.976048293
150,5,1.9897925,3.75,1.6,51.996,35,4,-0.61200543
150,5,3.987401,3.75,1.6,51.996,35,4,-0.61200543
150,5,5.987369,3.75,1.6,51.996,35,4,-0.61200543
150,5,8.22803,3.75,1.6,51.996,35,4,-0.61200543
150,5,9.95755,3.75,1.6,51.996,35,4,-0.61200543
150,5,15.51123,3.75,1.6,51.996,35,4,-0.61200543
150,5,20.00392,3.75,1.6,51.996,35,4,-0.61200543
150,5,0.966234,3.75,1.6,51.996,5,4,-1.018770513
150,5,1.9493465,3.75,1.6,51.996,5,4,-1.018770513
150,5,4.003892,3.75,1.6,51.996,5,4,-1.018770513
150,5,6.148049,3.75,1.6,51.996,5,4,-1.018770513
150,5,7.880521,3.75,1.6,51.996,5,4,-1.018770513
150,5,14.9714,3.75,1.6,51.996,5,4,-1.018770513
150,5,20.061082,3.75,1.6,51.996,5,4,-1.018770513
150,5,2.05053,3.75,1.6,51.996,15,4,-0.783728507
150,5,4.0449675,3.75,1.6,51.996,15,4,-0.783728507
150,5,6.0212225,3.75,1.6,51.996,15,4,-0.783728507
150,5,10.1856965,3.75,1.6,51.996,15,4,-0.783728507
150,5,15.010509,3.75,1.6,51.996,15,4,-0.783728507
150,5,19.141665,3.75,1.6,51.996,15,4,-0.783728507
150,5,0.876623,3.75,1.6,51.996,25,4,-0.622566248
150,5,1.9116855,3.75,1.6,51.996,25,4,-0.622566248
150,5,3.967528,3.75,1.6,51.996,25,4,-0.622566248
150,5,6.0025945,3.75,1.6,51.996,25,4,-0.622566248
150,5,7.9870175,3.75,1.6,51.996,25,4,-0.622566248
150,5,10.1311645,3.75,1.6,51.996,25,4,-0.622566248
150,5,15.2934635,3.75,1.6,51.996,25,4,-0.622566248
150,5,20.15199,3.75,1.6,51.996,25,4,-0.622566248
150,5,0.9939395,3.75,1.6,51.996,35,4,-1.067171233
150,5,2.04043,3.75,1.6,51.996,35,4,-1.067171233
150,5,3.9558375,3.75,1.6,51.996,35,4,-1.067171233
150,5,5.977371,3.75,1.6,51.996,35,4,-1.067171233
150,5,8.0167665,3.75,1.6,51.996,35,4,-1.067171233
150,5,10.0025765,3.75,1.6,51.996,35,4,-1.067171233
150,5,14.9671365,3.75,1.6,51.996,35,4,-1.067171233
150,5,19.8965,3.75,1.6,51.996,35,4,-1.067171233
150,5,0.988248,3.75,1.6,51.996,5,4,-0.687780317
150,5,2.00819,3.75,1.6,51.996,5,4,-0.687780317
150,5,3.970585,3.75,1.6,51.996,5,4,-0.687780317
150,5,5.983065,3.75,1.6,51.996,5,4,-0.687780317
150,5,7.978335,3.75,1.6,51.996,5,4,-0.687780317
150,5,10.27379,3.75,1.6,51.996,5,4,-0.687780317
150,5,15.05961,3.75,1.6,51.996,5,4,-0.687780317
150,5,19.903785,3.75,1.6,51.996,5,4,-0.687780317
150,5,2.0101605,3.75,1.6,51.996,15,4,-0.583076711
150,5,3.992935,3.75,1.6,51.996,15,4,-0.583076711
150,5,6.008545,3.75,1.6,51.996,15,4,-0.583076711
150,5,7.974515,3.75,1.6,51.996,15,4,-0.583076711
150,5,10.138755,3.75,1.6,51.996,15,4,-0.583076711
150,5,14.885695,3.75,1.6,51.996,15,4,-0.583076711
150,5,20.007985,3.75,1.6,51.996,15,4,-0.583076711
150,5,0.9275775,3.75,1.6,51.996,25,4,-0.480684014
150,5,1.8825525,3.75,1.6,51.996,25,4,-0.480684014
150,5,4.0147985,3.75,1.6,51.996,25,4,-0.480684014
150,5,6.07191,3.75,1.6,51.996,25,4,-0.480684014
150,5,8.220205,3.75,1.6,51.996,25,4,-0.480684014
150,5,10.163025,3.75,1.6,51.996,25,4,-0.480684014
150,5,15.6244,3.75,1.6,51.996,25,4,-0.480684014
150,5,19.835295,3.75,1.6,51.996,25,4,-0.480684014
150,5,1.97179,3.75,1.6,51.996,35,4,-0.320581189
150,5,3.975285,3.75,1.6,51.996,35,4,-0.320581189
150,5,5.987775,3.75,1.6,51.996,35,4,-0.320581189
150,5,8.000255,3.75,1.6,51.996,35,4,-0.320581189
150,5,10.00727,3.75,1.6,51.996,35,4,-0.320581189
150,5,15.640825,3.75,1.6,51.996,35,4,-0.320581189
150,5,19.975005,3.75,1.6,51.996,35,4,-0.320581189
150,5,0.8636365,3.75,1.6,51.996,5,4,-0.230312574
150,5,2.1688355,3.75,1.6,51.996,5,4,-0.230312574
150,5,4.01818,3.75,1.6,51.996,5,4,-0.230312574
150,5,6.08052,3.75,1.6,51.996,5,4,-0.230312574
150,5,8.292205,3.75,1.6,51.996,5,4,-0.230312574
150,5,10.179225,3.75,1.6,51.996,5,4,-0.230312574
150,5,15,3.75,1.6,51.996,5,4,-0.230312574
150,5,19.11042,3.75,1.6,51.996,5,4,-0.230312574
150,5,1.0421225,3.75,1.6,51.996,15,4,-0.09820941
150,5,2.04788,3.75,1.6,51.996,15,4,-0.09820941
150,5,4.068265,3.75,1.6,51.996,15,4,-0.09820941
150,5,6.05228,3.75,1.6,51.996,15,4,-0.09820941
150,5,8.013455,3.75,1.6,51.996,15,4,-0.09820941
150,5,10.007895,3.75,1.6,51.996,15,4,-0.09820941
150,5,15.04668,3.75,1.6,51.996,15,4,-0.09820941
150,5,20.03041,3.75,1.6,51.996,15,4,-0.09820941
150,5,0.993508,3.75,1.6,51.996,25,4,-0.127692188
150,5,1.948053,3.75,1.6,51.996,25,4,-0.127692188
150,5,3.906495,3.75,1.6,51.996,25,4,-0.127692188
150,5,5.98052,3.75,1.6,51.996,25,4,-0.127692188
150,5,7.970135,3.75,1.6,51.996,25,4,-0.127692188
150,5,9.993505,3.75,1.6,51.996,25,4,-0.127692188
150,5,14.988355,3.75,1.6,51.996,25,4,-0.127692188
150,5,19.9857,3.75,1.6,51.996,25,4,-0.127692188
150,5,0.9960025,3.75,1.6,51.996,35,4,-0.101582004
150,5,2.029274,3.75,1.6,51.996,35,4,-0.101582004
150,5,4.05236,3.75,1.6,51.996,35,4,-0.101582004
150,5,5.953515,3.75,1.6,51.996,35,4,-0.101582004
150,5,7.95822,3.75,1.6,51.996,35,4,-0.101582004
150,5,9.930305,3.75,1.6,51.996,35,4,-0.101582004
150,5,14.948375,3.75,1.6,51.996,35,4,-0.101582004
150,5,19.88291,3.75,1.6,51.996,35,4,-0.101582004
150,5,1.010173,3.75,1.6,51.996,5,4,-0.145366083
150,5,1.949504,3.75,1.6,51.996,5,4,-0.145366083
150,5,3.976095,3.75,1.6,51.996,5,4,-0.145366083
150,5,5.995635,3.75,1.6,51.996,5,4,-0.145366083
150,5,8.013995,3.75,1.6,51.996,5,4,-0.145366083
150,5,10.36307,3.75,1.6,51.996,5,4,-0.145366083
150,5,14.96765,3.75,1.6,51.996,5,4,-0.145366083
150,5,19.97034,3.75,1.6,51.996,5,4,-0.145366083
150,5,1.977021,3.75,1.6,51.996,15,4,-0.13861496
150,5,4.01016,3.75,1.6,51.996,15,4,-0.13861496
150,5,6.030935,3.75,1.6,51.996,15,4,-0.13861496
150,5,7.865075,3.75,1.6,51.996,15,4,-0.13861496
150,5,9.98925,3.75,1.6,51.996,15,4,-0.13861496
150,5,15.039645,3.75,1.6,51.996,15,4,-0.13861496
150,5,20.04273,3.75,1.6,51.996,15,4,-0.13861496
150,5,1.038744,3.75,1.6,51.996,25,4,-0.151010794
150,5,1.978075,3.75,1.6,51.996,25,4,-0.151010794
150,5,3.976095,3.75,1.6,51.996,25,4,-0.151010794
150,5,5.99798,3.75,1.6,51.996,25,4,-0.151010794
150,5,7.98895,3.75,1.6,51.996,25,4,-0.151010794
150,5,9.95916,3.75,1.6,51.996,25,4,-0.151010794
150,5,14.44286,3.75,1.6,51.996,25,4,-0.151010794
150,5,19.960125,3.75,1.6,51.996,25,4,-0.151010794
150,5,1.022697,3.75,1.6,51.996,35,4,-0.098726988
150,5,2.004294,3.75,1.6,51.996,35,4,-0.098726988
150,5,4.00584,3.75,1.6,51.996,35,4,-0.098726988
150,5,5.96511,3.75,1.6,51.996,35,4,-0.098726988
150,5,7.965075,3.75,1.6,51.996,35,4,-0.098726988
150,5,9.965035,3.75,1.6,51.996,35,4,-0.098726988
150,5,14.96765,3.75,1.6,51.996,35,4,-0.098726988
45849,1,2.119145,4.26,1.6,112.41,25,,0.736926894
45849,1,4.105364,4.26,1.6,112.41,25,,0.736926894
45849,1,5.9863,4.26,1.6,112.41,25,,0.736926894
45849,1,7.78044,4.26,1.6,112.41,25,,0.736926894
45849,1,9.25471,4.26,1.6,112.41,25,,0.736926894
45849,1,10.7181,4.26,1.6,112.41,25,,0.736926894
45851,1,2.120977,4.26,1.6,112.41,25,,1.324295834
45851,1,4.077889,4.26,1.6,112.41,25,,1.324295834
45851,1,5.96821,4.26,1.6,112.41,25,,1.324295834
45851,1,7.76793,4.26,1.6,112.41,25,,1.324295834
45851,1,9.24479,4.26,1.6,112.41,25,,1.324295834
45851,1,10.71176,4.26,1.6,112.41,25,,1.324295834
45660,1,2.132154,4.26,1.6,112.41,25,,1.123471385
45660,1,4.11789,4.26,1.6,112.41,25,,1.123471385
45660,1,5.99905,4.26,1.6,112.41,25,,1.123471385
45660,1,7.77368,4.26,1.6,112.41,25,,1.123471385
45660,1,9.28516,4.26,1.6,112.41,25,,1.123471385
45660,1,10.70364,4.26,1.6,112.41,25,,1.123471385
0.9,1,2.127768,4.26,1.6,112.41,25,,0.944499451
0.9,1,4.103251,4.26,1.6,112.41,25,,0.944499451
0.9,1,5.98309,4.26,1.6,112.41,25,,0.944499451
0.9,1,7.78141,4.26,1.6,112.41,25,,0.944499451
0.9,1,9.26159,4.26,1.6,112.41,25,,0.944499451
0.9,1,10.70582,4.26,1.6,112.41,25,,0.944499451
45913,1,2.124368,4.26,1.6,112.41,25,,1.522784233
45913,1,4.104307,4.26,1.6,112.41,25,,1.522784233
45913,1,5.98069,4.26,1.6,112.41,25,,1.522784233
45913,1,7.78481,4.26,1.6,112.41,25,,1.522784233
45913,1,9.26581,4.26,1.6,112.41,25,,1.522784233
45913,1,10.7065,4.26,1.6,112.41,25,,1.522784233
0.1,2,0.0546323,4.01,2.33,207.2,25,,-0.811099627
0.1,2,0.188968,4.01,2.33,207.2,25,,-0.811099627
0.1,2,0.428116,4.01,2.33,207.2,25,,-0.811099627
0.1,2,0.702013,4.01,2.33,207.2,25,,-0.811099627
0.1,2,1.109639,4.01,2.33,207.2,25,,-0.811099627
0.1,2,0.0613842,4.01,2.33,207.2,25,,-0.74007181
0.1,2,0.2102768,4.01,2.33,207.2,25,,-0.74007181
0.1,2,0.4494106,4.01,2.33,207.2,25,,-0.74007181
0.1,2,0.7549278,4.01,2.33,207.2,25,,-0.74007181
0.1,2,1.131083,4.01,2.33,207.2,25,,-0.74007181
0.1,2,0.0724258,4.19,1.9,63.55,25,,-0.659417092
0.1,2,0.335045,4.19,1.9,63.55,25,,-0.659417092
0.1,2,0.565471,4.19,1.9,63.55,25,,-0.659417092
0.1,2,0.81529,4.19,1.9,63.55,25,,-0.659417092
0.1,2,1.16253,4.19,1.9,63.55,25,,-0.659417092
0.1,2,0.0776316,4.19,1.9,63.55,25,,-0.771573975
0.1,2,0.3410304,4.19,1.9,63.55,25,,-0.771573975
0.1,2,0.565613,4.19,1.9,63.55,25,,-0.771573975
0.1,2,0.8208544,4.19,1.9,63.55,25,,-0.771573975
0.1,2,1.1632142,4.19,1.9,63.55,25,,-0.771573975
0.1,2,0.0789032,4.26,1.6,112.41,25,,-0.984682167
0.1,2,0.354477,4.26,1.6,112.41,25,,-0.984682167
0.1,2,0.592181,4.26,1.6,112.41,25,,-0.984682167
0.1,2,0.889626,4.26,1.6,112.41,25,,-0.984682167
0.1,2,1.32088,4.26,1.6,112.41,25,,-0.984682167
0.1,2,0.08115174,4.26,1.6,112.41,25,,-0.910130198
0.1,2,0.3603916,4.26,1.6,112.41,25,,-0.910130198
0.1,2,0.6045204,4.26,1.6,112.41,25,,-0.910130198
0.1,2,0.906127,4.26,1.6,112.41,25,,-0.910130198
0.1,2,1.3400726,4.26,1.6,112.41,25,,-0.910130198
0.1,2,0.0894194,4.04,1.91,58.69,25,,-0.881834515
0.1,2,0.438413,4.04,1.91,58.69,25,,-0.881834515
0.1,2,0.750335,4.04,1.91,58.69,25,,-0.881834515
0.1,2,1.061497,4.04,1.91,58.69,25,,-0.881834515
0.1,2,1.49519,4.04,1.91,58.69,25,,-0.881834515
0.1,2,0.09279222,4.04,1.91,58.69,25,,-0.841999571
0.1,2,0.4390426,4.04,1.91,58.69,25,,-0.841999571
0.1,2,0.7527756,4.04,1.91,58.69,25,,-0.841999571
0.1,2,1.0749462,4.04,1.91,58.69,25,,-0.841999571
0.1,2,1.5279474,4.04,1.91,58.69,25,,-0.841999571
0.1,2,0.1039742,4.3,1.6,65.93,25,,-1.073503211
0.1,2,0.447368,4.3,1.6,65.93,25,,-1.073503211
0.1,2,0.773006,4.3,1.6,65.93,25,,-1.073503211
0.1,2,1.18582,4.3,1.6,65.93,25,,-1.073503211
0.1,2,1.75987,4.3,1.6,65.93,25,,-1.073503211
0.1,2,0.11158796,4.3,1.6,65.93,25,,-0.871277716
0.1,2,0.4564688,4.3,1.6,65.93,25,,-0.871277716
0.1,2,0.8553622,4.3,1.6,65.93,25,,-0.871277716
0.1,2,1.23884,4.3,1.6,65.93,25,,-0.871277716
0.1,2,1.7837886,4.3,1.6,65.93,25,,-0.871277716
5,0.2,0.0542837,4.26,1.6,112.41,25,7,-1.392652223
5,0.2,0.22489176,4.26,1.6,112.41,25,7,-1.392652223
5,0.2,0.45205238,4.26,1.6,112.41,25,7,-1.392652223
5,0.2,0.60803492,4.26,1.6,112.41,25,7,-1.392652223
5,0.2,1.16687176,4.26,1.6,112.41,25,7,-1.392652223
5,0.2,0.067409414,4.26,1.6,112.41,25,7,-1.436163081
5,0.2,0.32554051,4.26,1.6,112.41,25,7,-1.436163081
5,0.2,0.55556998,4.26,1.6,112.41,25,7,-1.436163081
5,0.2,0.72567794,4.26,1.6,112.41,25,7,-1.436163081
5,0.2,1.18187102,4.26,1.6,112.41,25,7,-1.436163081
5,0.2,0.060921508,4.26,1.6,112.41,25,7,-1.442492798
5,0.2,0.25229258,4.26,1.6,112.41,25,7,-1.442492798
5,0.2,0.50378618,4.26,1.6,112.41,25,7,-1.442492798
5,0.2,0.66685644,4.26,1.6,112.41,25,7,-1.442492798
5,0.2,1.16587176,4.26,1.6,112.41,25,7,-1.442492798
5,0.2,0.051064848,4.26,1.6,112.41,25,7,-1.261219442
5,0.2,0.2081475,4.26,1.6,112.41,25,7,-1.261219442
5,0.2,0.40775628,4.26,1.6,112.41,25,7,-1.261219442
5,0.2,0.65578002,4.26,1.6,112.41,25,7,-1.261219442
5,0.2,1.11654396,4.26,1.6,112.41,25,7,-1.261219442
350,2,169.9221,4.19,1.9,63.55,20,5.5,2.28402445
350,2,316.8693,4.19,1.9,63.55,20,5.5,2.28402445
350,2,380.253,4.19,1.9,63.55,20,5.5,2.28402445
350,2,446.877,4.19,1.9,63.55,20,5.5,2.28402445
350,2,557.566,4.19,1.9,63.55,20,5.5,2.28402445
350,2,173.1367,4.19,1.9,63.55,30,5.5,2.307367656
350,2,325.7237,4.19,1.9,63.55,30,5.5,2.307367656
350,2,385.105,4.19,1.9,63.55,30,5.5,2.307367656
350,2,448.498,4.19,1.9,63.55,30,5.5,2.307367656
350,2,566.421,4.19,1.9,63.55,30,5.5,2.307367656
350,2,178.7852,4.19,1.9,63.55,40,5.5,2.324158942
350,2,332.1681,4.19,1.9,63.55,40,5.5,2.324158942
350,2,398.794,4.19,1.9,63.55,40,5.5,2.324158942
350,2,463.79,4.19,1.9,63.55,40,5.5,2.324158942
350,2,579.32,4.19,1.9,63.55,40,5.5,2.324158942
350,2,191.52551,4.01,2.33,207.2,20,5.5,2.346216013
350,2,363.1271,4.01,2.33,207.2,20,5.5,2.346216013
350,2,491.269,4.01,2.33,207.2,20,5.5,2.346216013
350,2,193.35889,4.01,2.33,207.2,30,5.5,2.357267655
350,2,369.4483,4.01,2.33,207.2,30,5.5,2.357267655
350,2,507.4841,4.01,2.33,207.2,30,5.5,2.357267655
350,2,195.17098,4.01,2.33,207.2,40,5.5,2.373279893
350,2,374.9378,4.01,2.33,207.2,40,5.5,2.373279893
350,2,513.9007,4.01,2.33,207.2,40,5.5,2.373279893
350,2,172.3289,4.26,1.6,112.41,20,5.5,2.272862276
350,2,314.6955,4.26,1.6,112.41,20,5.5,2.272862276
350,2,444.25,4.26,1.6,112.41,20,5.5,2.272862276
350,2,557.463,4.26,1.6,112.41,20,5.5,2.272862276
350,2,178.1311,4.26,1.6,112.41,30,5.5,2.309906836
350,2,328.7694,4.26,1.6,112.41,30,5.5,2.309906836
350,2,458.323,4.26,1.6,112.41,30,5.5,2.309906836
350,2,578.256,4.26,1.6,112.41,30,5.5,2.309906836
350,2,184.0774,4.26,1.6,112.41,40,5.5,2.332398059
350,2,341.9224,4.26,1.6,112.41,40,5.5,2.332398059
350,2,467.802,4.26,1.6,112.41,40,5.5,2.332398059
350,2,586.961,4.26,1.6,112.41,40,5.5,2.332398059
850,1,0.07583862,4.26,1.6,112.41,25,,-0.816240605
850,1,0.245735,4.26,1.6,112.41,25,,-0.816240605
850,1,0.634551,4.26,1.6,112.41,25,,-0.816240605
850,1,0.932938,4.26,1.6,112.41,25,,-0.816240605
850,1,0.0871665,4.01,2.33,207.2,25,,-0.344391974
850,1,0.2650361,4.01,2.33,207.2,25,,-0.344391974
850,1,0.566135,4.01,2.33,207.2,25,,-0.344391974
850,1,0.867962,4.01,2.33,207.2,25,,-0.344391974
850,1,1.85763,4.01,2.33,207.2,25,,-0.344391974
850,1,2.721527,4.01,2.33,207.2,25,,-0.344391974
850,1,3.0915,4.01,2.33,207.2,25,,-0.344391974
850,1,0.0985854,4.19,1.9,63.55,25,,-0.648360206
850,1,0.259056,4.19,1.9,63.55,25,,-0.648360206
850,1,0.63745,4.19,1.9,63.55,25,,-0.648360206
850,1,0.981776,4.19,1.9,63.55,25,,-0.648360206
850,1,0.07583862,4.3,1.6,65.93,25,,-0.75434917
850,1,0.245553,4.3,1.6,65.93,25,,-0.75434917
850,1,0.692723,4.3,1.6,65.93,25,,-0.75434917
,2,10,4.04,1.91,58.69,25,6,1.378761175
,2,20,4.04,1.91,58.69,25,6,1.378761175
,2,30,4.04,1.91,58.69,25,6,1.378761175
,2,40,4.04,1.91,58.69,25,6,1.378761175
,2,50,4.04,1.91,58.69,25,6,1.378761175
,2,10,4.26,1.6,112.41,25,6,1.497482537
,2,20,4.26,1.6,112.41,25,6,1.497482537
,2,30,4.26,1.6,112.41,25,6,1.497482537
,2,40,4.26,1.6,112.41,25,6,1.497482537
,2,50,4.26,1.6,112.41,25,6,1.497482537
150,0.67,25.347217,4.01,2.33,207.2,25,5.5,2.309651456
150,0.67,46.248231,4.01,2.33,207.2,25,5.5,2.309651456
150,0.67,75.99502,4.01,2.33,207.2,25,5.5,2.309651456
150,0.67,97.08442,4.01,2.33,207.2,25,5.5,2.309651456
150,0.67,134.95766,4.01,2.33,207.2,25,5.5,2.309651456
150,0.67,202.58144,4.01,2.33,207.2,25,5.5,2.309651456
150,0.67,294.88212,4.01,2.33,207.2,25,5.5,2.309651456
150,0.67,26.506719,4.26,1.6,112.41,25,5.5,2.106768665
150,0.67,52.997862,4.26,1.6,112.41,25,5.5,2.106768665
150,0.67,76.937211,4.26,1.6,112.41,25,5.5,2.106768665
150,0.67,99.373769,4.26,1.6,112.41,25,5.5,2.106768665
150,0.67,167.592397,4.26,1.6,112.41,25,5.5,2.106768665
150,0.67,216.5069,4.26,1.6,112.41,25,5.5,2.106768665
150,0.67,325.7497,4.26,1.6,112.41,25,5.5,2.106768665
150,0.67,25.191949,4.38,1.5,54.94,25,5.5,2.023334783
150,0.67,43.855131,4.38,1.5,54.94,25,5.5,2.023334783
150,0.67,76.797362,4.38,1.5,54.94,25,5.5,2.023334783
150,0.67,98.983829,4.38,1.5,54.94,25,5.5,2.023334783
150,0.67,150.668699,4.38,1.5,54.94,25,5.5,2.023334783
150,0.67,207.943675,4.38,1.5,54.94,25,5.5,2.023334783
