SSA,MP concentration,HM concentration,Hydrated radius,Electronegativity,Molar mass,Temperature,pH,logQmax
200,3,2.680161,4.01,2.33,207.2,15,5,-0.333762904
200,3,4.557506,4.01,2.33,207.2,15,5,-0.333762904
200,3,6.655076,4.01,2.33,207.2,15,5,-0.333762904
200,3,8.432478,4.01,2.33,207.2,15,5,-0.333762904
200,3,12.916515,4.01,2.33,207.2,15,5,-0.333762904
200,3,2.284725,4.01,2.33,207.2,27,5,0.013469232
200,3,3.557772,4.01,2.33,207.2,27,5,0.013469232
200,3,5.905392,4.01,2.33,207.2,27,5,0.013469232
200,3,8.36054,4.01,2.33,207.2,27,5,0.013469232
200,3,10.075414,4.01,2.33,207.2,27,5,0.013469232
200,3,13.162363,4.01,2.33,207.2,27,5,0.013469232
200,3,2.797176,4.01,2.33,207.2,40,5,0.169292275
200,3,4.166355,4.01,2.33,207.2,40,5,0.169292275
200,3,5.92483,4.01,2.33,207.2,40,5,0.169292275
200,3,8.19622,4.01,2.33,207.2,40,5,0.169292275
200,3,10.19243,4.01,2.33,207.2,40,5,0.169292275
200,3,13.11926,4.01,2.33,207.2,40,5,0.169292275
200,3,13.93622,4.01,2.33,207.2,40,5,0.169292275
100,2,1.281696,4.19,1.9,63.55,25,5.5,0.048655402
100,2,2.515604,4.19,1.9,63.55,25,5.5,0.048655402
100,2,4.344574,4.19,1.9,63.55,25,5.5,0.048655402
100,2,5.825766,4.19,1.9,63.55,25,5.5,0.048655402
100,2,8.173954,4.19,1.9,63.55,25,5.5,0.048655402
100,2,11.917912,4.19,1.9,63.55,25,5.5,0.048655402
0.19,0.5,24.79952,4.01,2.33,207.2,25,,2.494905608
0.19,0.5,49.92049,4.01,2.33,207.2,25,,2.494905608
0.19,0.5,75.0708,4.01,2.33,207.2,25,,2.494905608
0.19,0.5,100.1168,4.01,2.33,207.2,25,,2.494905608
0.19,0.5,25.04575,4.19,1.9,63.55,25,,2.051191125
0.19,0.5,49.85115,4.19,1.9,63.55,25,,2.051191125
0.19,0.5,75.0938,4.19,1.9,63.55,25,,2.051191125
0.19,0.5,100.1524,4.19,1.9,63.55,25,,2.051191125
0.02,0.5,100,4.19,1.9,63.55,25,4,2.392978187
0.02,0.5,200,4.19,1.9,63.55,25,4,2.392978187
0.02,0.5,300,4.19,1.9,63.55,25,4,2.392978187
0.02,0.5,400,4.19,1.9,63.55,25,4,2.392978187
0.02,0.5,500,4.19,1.9,63.55,25,4,2.392978187
0.02,0.5,600,4.19,1.9,63.55,25,4,2.392978187
0.02,0.5,800,4.19,1.9,63.55,25,4,2.392978187
0.02,0.5,1000,4.19,1.9,63.55,25,4,2.392978187
450,1,29.6691,4.26,1.6,112.41,25,6,2.520601425
450,1,50.9172,4.26,1.6,112.41,25,6,2.520601425
450,1,101.8344,4.26,1.6,112.41,25,6,2.520601425
450,1,195.3258,4.26,1.6,112.41,25,6,2.520601425
450,1,291.898,4.26,1.6,112.41,25,6,2.520601425
450,1,391.237,4.26,1.6,112.41,25,6,2.520601425
450,1,480.769,4.26,1.6,112.41,25,6,2.520601425
450,1,671.135,4.26,1.6,112.41,25,6,2.520601425
450,1,773.53,4.26,1.6,112.41,25,6,2.520601425
450,1,940.719,4.26,1.6,112.41,25,6,2.520601425
40,1,0.4025446,4.19,1.9,63.55,25,6.3,-0.586700236
40,1,1.039366,4.19,1.9,63.55,25,6.3,-0.586700236
40,1,2.149621,4.19,1.9,63.55,25,6.3,-0.586700236
40,1,4.353623,4.19,1.9,63.55,25,6.3,-0.586700236
40,1,8.055543,4.19,1.9,63.55,25,6.3,-0.586700236
40,1,16.064825,4.19,1.9,63.55,25,6.3,-0.586700236
40,1,1.777062,,1.6,51.996,25,6.3,0.672097858
40,1,3.80304,,1.6,51.996,25,6.3,0.672097858
40,1,8.90271,,1.6,51.996,25,6.3,0.672097858
40,1,16.0412,,1.6,51.996,25,6.3,0.672097858
40,1,32.01864,,1.6,51.996,25,6.3,0.672097858
40,1,0.747454,4.01,2.33,207.2,25,6.3,0.372912003
40,1,1.973213,4.01,2.33,207.2,25,6.3,0.372912003
40,1,3.095091,4.01,2.33,207.2,25,6.3,0.372912003
40,1,7.92401,4.01,2.33,207.2,25,6.3,0.372912003
40,1,16.66751,4.01,2.33,207.2,25,6.3,0.372912003
40,1,32.01142,4.01,2.33,207.2,25,6.3,0.372912003
40,1,0.668198,4.3,1.6,65.93,25,6.3,-0.296708622
40,1,1.892336,4.3,1.6,65.93,25,6.3,-0.296708622
40,1,3.928068,4.3,1.6,65.93,25,6.3,-0.296708622
40,1,8.06717,4.3,1.6,65.93,25,6.3,-0.296708622
40,1,16.043448,4.3,1.6,65.93,25,6.3,-0.296708622
40,1,32.029048,4.3,1.6,65.93,25,6.3,-0.296708622
45,1,0.661174,4.01,2.33,207.2,25,6.3,0.692846919
45,1,1.958949,4.01,2.33,207.2,25,6.3,0.692846919
45,1,3.77065,4.01,2.33,207.2,25,6.3,0.692846919
45,1,8.13429,4.01,2.33,207.2,25,6.3,0.692846919
45,1,16.33003,4.01,2.33,207.2,25,6.3,0.692846919
45,1,31.96948,4.01,2.33,207.2,25,6.3,0.692846919
41,1,0.697344,4.01,2.33,207.2,25,6.3,0.744292983
41,1,1.850206,4.01,2.33,207.2,25,6.3,0.744292983
41,1,3.13792,4.01,2.33,207.2,25,6.3,0.744292983
41,1,8.58869,4.01,2.33,207.2,25,6.3,0.744292983
41,1,16.52306,4.01,2.33,207.2,25,6.3,0.744292983
41,1,32.00622,4.01,2.33,207.2,25,6.3,0.744292983
41,1,1.72389,,1.6,51.996,25,6.3,-0.20481541
41,1,3.58549,,1.6,51.996,25,6.3,-0.20481541
41,1,8.016006,,1.6,51.996,25,6.3,-0.20481541
41,1,15.971653,,1.6,51.996,25,6.3,-0.20481541
41,1,32.001461,,1.6,51.996,25,6.3,-0.20481541
41,1,1.67011,4.19,1.9,63.55,25,6.3,0.469822016
41,1,3.97725,4.19,1.9,63.55,25,6.3,0.469822016
41,1,8.81889,4.19,1.9,63.55,25,6.3,0.469822016
41,1,20.19221,4.19,1.9,63.55,25,6.3,0.469822016
41,1,32.05265,4.19,1.9,63.55,25,6.3,0.469822016
39,1,3.90224,4.19,1.9,63.55,25,6.3,-0.446116973
39,1,8.048773,4.19,1.9,63.55,25,6.3,-0.446116973
39,1,16.044986,4.19,1.9,63.55,25,6.3,-0.446116973
39,1,32.076086,4.19,1.9,63.55,25,6.3,-0.446116973
39,1,3.718087,,1.6,51.996,25,6.3,-0.325138859
39,1,8.03248,,1.6,51.996,25,6.3,-0.325138859
39,1,16.039944,,1.6,51.996,25,6.3,-0.325138859
39,1,32.093646,,1.6,51.996,25,6.3,-0.325138859
39,1,1.916662,4.23,1.8,58.93,25,6.3,-0.089909454
39,1,4.227946,4.23,1.8,58.93,25,6.3,-0.089909454
39,1,8.072563,4.23,1.8,58.93,25,6.3,-0.089909454
39,1,17.535718,4.23,1.8,58.93,25,6.3,-0.089909454
39,1,32.039725,4.23,1.8,58.93,25,6.3,-0.089909454
39,1,1.961726,4.01,2.33,207.2,25,6.3,0.46834733
39,1,4.07507,4.01,2.33,207.2,25,6.3,0.46834733
39,1,7.95725,4.01,2.33,207.2,25,6.3,0.46834733
39,1,16.60482,4.01,2.33,207.2,25,6.3,0.46834733
39,1,32.00459,4.01,2.33,207.2,25,6.3,0.46834733
44,1,2.056385,4.3,1.6,65.93,25,6.3,-0.197910742
44,1,4.094159,4.3,1.6,65.93,25,6.3,-0.197910742
44,1,8.446089,4.3,1.6,65.93,25,6.3,-0.197910742
44,1,17.158212,4.3,1.6,65.93,25,6.3,-0.197910742
44,1,32.043414,4.3,1.6,65.93,25,6.3,-0.197910742
44,1,2.041927,4.01,2.33,207.2,25,6.3,-0.787812396
44,1,3.059797,4.01,2.33,207.2,25,6.3,-0.787812396
44,1,8.28938,4.01,2.33,207.2,25,6.3,-0.787812396
44,1,16.68178,4.01,2.33,207.2,25,6.3,-0.787812396
44,1,32.00636,4.01,2.33,207.2,25,6.3,-0.787812396
44,1,1.613973,,1.6,51.996,25,6.3,0.387389826
44,1,2.56794,,1.6,51.996,25,6.3,0.387389826
44,1,8.49878,,1.6,51.996,25,6.3,0.387389826
44,1,16.0301,,1.6,51.996,25,6.3,0.387389826
44,1,32.00021,,1.6,51.996,25,6.3,0.387389826
50,2.5,0.009960575,4.19,1.9,63.55,25,6,-1.791840919
50,2.5,0.019880925,4.19,1.9,63.55,25,6,-1.791840919
50,2.5,0.050364575,4.19,1.9,63.55,25,6,-1.791840919
50,2.5,0.09981315,4.19,1.9,63.55,25,6,-1.791840919
50,2.5,0.018423195,4.19,1.9,63.55,25,6,-1.701413256
50,2.5,0.0502635,4.19,1.9,63.55,25,6,-1.701413256
50,2.5,0.10146755,4.19,1.9,63.55,25,6,-1.701413256
50,2.5,0.20021,4.19,1.9,63.55,25,6,-1.701413256
50,2.5,0.005114083,4.01,2.33,207.2,25,6,-1.622812176
50,2.5,0.020127975,4.01,2.33,207.2,25,6,-1.622812176
50,2.5,0.053327075,4.01,2.33,207.2,25,6,-1.622812176
50,2.5,0.1002902,4.01,2.33,207.2,25,6,-1.622812176
50,2.5,0.01977865,4.01,2.33,207.2,25,6,-1.573783248
50,2.5,0.0498148,4.01,2.33,207.2,25,6,-1.573783248
50,2.5,0.1001089,4.01,2.33,207.2,25,6,-1.573783248
50,2.5,0.200076,4.01,2.33,207.2,25,6,-1.573783248
2000,0.6,0.2060405,4.23,1.8,58.93,25,6,-0.703993331
2000,0.6,0.50500936,4.23,1.8,58.93,25,6,-0.703993331
2000,0.6,1.0020374,4.23,1.8,58.93,25,6,-0.703993331
2000,0.6,0.20738346,4.04,1.91,58.69,25,6,-0.827981191
2000,0.6,0.5039902,4.04,1.91,58.69,25,6,-0.827981191
2000,0.6,1.0042484,4.04,1.91,58.69,25,6,-0.827981191
2000,0.6,0.1934298,4.19,1.9,63.55,25,6,-0.19172149
2000,0.6,0.4999426,4.19,1.9,63.55,25,6,-0.19172149
2000,0.6,1.0221896,4.19,1.9,63.55,25,6,-0.19172149
2000,0.6,0.2028434,4.3,1.6,65.93,25,6,-0.32339783
2000,0.6,0.5026152,4.3,1.6,65.93,25,6,-0.32339783
2000,0.6,1.001442,4.3,1.6,65.93,25,6,-0.32339783
2000,0.6,0.20007238,4.26,1.6,112.41,25,6,-0.293367549
2000,0.6,0.500798,4.26,1.6,112.41,25,6,-0.293367549
2000,0.6,0.9972444,4.26,1.6,112.41,25,6,-0.293367549
,4,30.26022,4.19,1.9,63.55,25,5,1.60272558
,4,61.8621,4.19,1.9,63.55,25,5,1.60272558
,4,93.0371,4.19,1.9,63.55,25,5,1.60272558
,4,116.8336,4.19,1.9,63.55,25,5,1.60272558
,4,145.2645,4.19,1.9,63.55,25,5,1.60272558
,0.5,0.0648458,4.26,1.6,112.41,25,4,-1.369267107
,0.5,0.33407225,4.26,1.6,112.41,25,4,-1.369267107
,0.5,0.77344985,4.26,1.6,112.41,25,4,-1.369267107
,0.5,1.13710775,4.26,1.6,112.41,25,4,-1.369267107
,0.5,1.8084297,4.26,1.6,112.41,25,4,-1.369267107
,0.5,0.0671684,4.26,1.6,112.41,25,4,-1.258612008
,0.5,0.34071035,4.26,1.6,112.41,25,4,-1.258612008
,0.5,0.78182985,4.26,1.6,112.41,25,4,-1.258612008
,0.5,1.1413174,4.26,1.6,112.41,25,4,-1.258612008
,0.5,1.8184055,4.26,1.6,112.41,25,4,-1.258612008
,0.5,0.0634339,4.26,1.6,112.41,25,4,-1.143815073
,0.5,0.34332325,4.26,1.6,112.41,25,4,-1.143815073
,0.5,0.7802724,4.26,1.6,112.41,25,4,-1.143815073
,0.5,1.1495513,4.26,1.6,112.41,25,4,-1.143815073
,0.5,1.8196071,4.26,1.6,112.41,25,4,-1.143815073
,0.5,0.06992645,4.26,1.6,112.41,25,4,-1.028445847
,0.5,0.34448455,4.26,1.6,112.41,25,4,-1.028445847
,0.5,0.7833208,4.26,1.6,112.41,25,4,-1.028445847
,0.5,1.15419645,4.26,1.6,112.41,25,4,-1.028445847
,0.5,1.82512325,4.26,1.6,112.41,25,4,-1.028445847
,0.5,0.07161735,4.26,1.6,112.41,25,4,-0.595696652
,0.5,0.3614592,4.26,1.6,112.41,25,4,-0.595696652
,0.5,0.8103545,4.26,1.6,112.41,25,4,-0.595696652
,0.5,1.1797595,4.26,1.6,112.41,25,4,-0.595696652
,0.5,1.873364,4.26,1.6,112.41,25,4,-0.595696652
,0.5,0.0734914,4.26,1.6,112.41,25,4,-0.527331296
,0.5,0.36333365,4.26,1.6,112.41,25,4,-0.527331296
,0.5,0.8188655,4.26,1.6,112.41,25,4,-0.527331296
,0.5,1.1892095,4.26,1.6,112.41,25,4,-0.527331296
,0.5,1.8818035,4.26,1.6,112.41,25,4,-0.527331296
,0.5,0.0815339,4.26,1.6,112.41,25,4,-0.459195189
,0.5,0.3670816,4.26,1.6,112.41,25,4,-0.459195189
,0.5,0.8272995,4.26,1.6,112.41,25,4,-0.459195189
,0.5,1.20139,4.26,1.6,112.41,25,4,-0.459195189
,0.5,1.8953855,4.26,1.6,112.41,25,4,-0.459195189
,0.5,0.08434495,4.26,1.6,112.41,25,4,-0.405044227
,0.5,0.3698928,4.26,1.6,112.41,25,4,-0.405044227
,0.5,0.8290955,4.26,1.6,112.41,25,4,-0.405044227
,0.5,1.2093555,4.26,1.6,112.41,25,4,-0.405044227
,0.5,1.9066285,4.26,1.6,112.41,25,4,-0.405044227
0.00572,20,15.02997,4.01,2.33,207.2,25,6,-0.099742142
0.00572,20,20.0563,4.01,2.33,207.2,25,6,-0.099742142
0.00572,20,25.00556,4.01,2.33,207.2,25,6,-0.099742142
0.00572,20,30.00852,4.01,2.33,207.2,25,6,-0.099742142
0.00572,20,34.99976,4.01,2.33,207.2,25,6,-0.099742142
0.00572,20,40.0027,4.01,2.33,207.2,25,6,-0.099742142
0.00703,20,4.90251,4.01,2.33,207.2,25,6,9.209515015
0.00703,20,10.12181,4.01,2.33,207.2,25,6,9.209515015
0.00703,20,15.06924,4.01,2.33,207.2,25,6,9.209515015
0.00703,20,20.06256,4.01,2.33,207.2,25,6,9.209515015
0.00703,20,24.99916,4.01,2.33,207.2,25,6,9.209515015
0.00703,20,29.97782,4.01,2.33,207.2,25,6,9.209515015
0.00703,20,34.96024,4.01,2.33,207.2,25,6,9.209515015
0.00703,20,40.08996,4.01,2.33,207.2,25,6,9.209515015
0.00923,20,5.005188,4.01,2.33,207.2,25,6,8.950364854
0.00923,20,10.05408,4.01,2.33,207.2,25,6,8.950364854
0.00923,20,15.05834,4.01,2.33,207.2,25,6,8.950364854
0.00923,20,20.0577,4.01,2.33,207.2,25,6,8.950364854
0.00923,20,25.2093,4.01,2.33,207.2,25,6,8.950364854
0.00923,20,29.96812,4.01,2.33,207.2,25,6,8.950364854
0.00923,20,35.0532,4.01,2.33,207.2,25,6,8.950364854
0.00923,20,40.08026,4.01,2.33,207.2,25,6,8.950364854
5,0.01,0.992366,4.19,1.9,63.55,28,8,1.581698266
5,0.01,2,4.19,1.9,63.55,28,8,1.581698266
5,0.01,2.99237,4.19,1.9,63.55,28,8,1.581698266
5,0.01,3.98473,4.19,1.9,63.55,28,8,1.581698266
5,0.01,4.99237,4.19,1.9,63.55,28,8,1.581698266
5,0.01,6,4.19,1.9,63.55,28,8,1.581698266
150,0.01,0.992366,4.19,1.9,63.55,28,8,1.193820026
150,0.01,1.98473,4.19,1.9,63.55,28,8,1.193820026
150,0.01,2.9771,4.19,1.9,63.55,28,8,1.193820026
150,0.01,3.98473,4.19,1.9,63.55,28,8,1.193820026
150,0.01,4.99237,4.19,1.9,63.55,28,8,1.193820026
150,0.01,5.98473,4.19,1.9,63.55,28,8,1.193820026
35,7.5,21.427415,4.19,1.9,63.55,25,,1.041787319
35,7.5,32.31005,4.19,1.9,63.55,25,,1.041787319
35,7.5,50.594875,4.19,1.9,63.55,25,,1.041787319
35,7.5,78.02485,4.19,1.9,63.55,25,,1.041787319
35,7.5,103.887125,4.19,1.9,63.55,25,,1.041787319
35,7.5,125.63485,4.19,1.9,63.55,25,,1.041787319
35,7.5,142.394175,4.19,1.9,63.55,25,,1.041787319
35,7.5,200.1759,4.19,1.9,63.55,25,,1.041787319
35,7.5,19.98563,4.19,1.9,63.55,25,,0.340444115
35,7.5,29.76465,4.19,1.9,63.55,25,,0.340444115
35,7.5,50.468775,4.19,1.9,63.55,25,,0.340444115
35,7.5,80.470275,4.19,1.9,63.55,25,,0.340444115
35,7.5,100.30035,4.19,1.9,63.55,25,,0.340444115
35,7.5,120.340925,4.19,1.9,63.55,25,,0.340444115
35,7.5,150.035,4.19,1.9,63.55,25,,0.340444115
35,7.5,200.17465,4.19,1.9,63.55,25,,0.340444115
47.8,7.5,20.913925,4.19,1.9,63.55,25,,0.954242509
47.8,7.5,31.27055,4.19,1.9,63.55,25,,0.954242509
47.8,7.5,50.35095,4.19,1.9,63.55,25,,0.954242509
47.8,7.5,79.9103,4.19,1.9,63.55,25,,0.954242509
47.8,7.5,101.671025,4.19,1.9,63.55,25,,0.954242509
47.8,7.5,122.22355,4.19,1.9,63.55,25,,0.954242509
47.8,7.5,149.208975,4.19,1.9,63.55,25,,0.954242509
47.8,7.5,202.357375,4.19,1.9,63.55,25,,0.954242509
47.8,7.5,19.761475,4.19,1.9,63.55,25,,0.021189299
47.8,7.5,29.470175,4.19,1.9,63.55,25,,0.021189299
47.8,7.5,50.5779975,4.19,1.9,63.55,25,,0.021189299
47.8,7.5,82.671,4.19,1.9,63.55,25,,0.021189299
47.8,7.5,103.5448,4.19,1.9,63.55,25,,0.021189299
47.8,7.5,123.2132475,4.19,1.9,63.55,25,,0.021189299
47.8,7.5,149.5525325,4.19,1.9,63.55,25,,0.021189299
47.8,7.5,202.87985,4.19,1.9,63.55,25,,0.021189299
8.47,2.4,0.5590448,4.26,1.6,112.41,15,6,-0.183294816
8.47,2.4,1.5647856,4.26,1.6,112.41,15,6,-0.183294816
8.47,2.4,3.1848412,4.26,1.6,112.41,15,6,-0.183294816
8.47,2.4,4.8376024,4.26,1.6,112.41,15,6,-0.183294816
8.47,2.4,6.4283492,4.26,1.6,112.41,15,6,-0.183294816
8.47,2.4,8.0322012,4.26,1.6,112.41,15,6,-0.183294816
8.47,2.4,0.6397062,4.26,1.6,112.41,27,6,-0.105351696
8.47,2.4,1.6172366,4.26,1.6,112.41,27,6,-0.105351696
8.47,2.4,3.3764756,4.26,1.6,112.41,27,6,-0.105351696
8.47,2.4,5.1395828,4.26,1.6,112.41,27,6,-0.105351696
8.47,2.4,6.7953644,4.26,1.6,112.41,27,6,-0.105351696
8.47,2.4,8.359906,4.26,1.6,112.41,27,6,-0.105351696
8.47,2.4,0.6956474,4.26,1.6,112.41,45,6,-0.033201454
8.47,2.4,1.6933558,4.26,1.6,112.41,45,6,-0.033201454
8.47,2.4,3.4793124,4.26,1.6,112.41,45,6,-0.033201454
8.47,2.4,5.1870624,4.26,1.6,112.41,45,6,-0.033201454
8.47,2.4,6.7092472,4.26,1.6,112.41,45,6,-0.033201454
8.47,2.4,8.3594688,4.26,1.6,112.41,45,6,-0.033201454
200,0.6,0.04908862,4.01,2.33,207.2,25,6,-0.212468684
200,0.6,0.1029911,4.01,2.33,207.2,25,6,-0.212468684
200,0.6,0.2006319,4.01,2.33,207.2,25,6,-0.212468684
200,0.6,0.5015676,4.01,2.33,207.2,25,6,-0.212468684
200,0.6,1.000442,4.01,2.33,207.2,25,6,-0.212468684
225,10,1,4.26,1.6,112.41,25,7.6,-0.469032318
225,10,2,4.26,1.6,112.41,25,7.6,-0.469032318
225,10,3,4.26,1.6,112.41,25,7.6,-0.469032318
225,10,4,4.26,1.6,112.41,25,7.6,-0.469032318
225,10,5,4.26,1.6,112.41,25,7.6,-0.469032318
225,10,10.027,4.26,1.6,112.41,25,7.6,-0.469032318
225,10,1.00425,4.26,1.6,112.41,25,7.6,0.328379603
225,10,1.98263,4.26,1.6,112.41,25,7.6,0.328379603
225,10,2.98845,4.26,1.6,112.41,25,7.6,0.328379603
225,10,3.96801,4.26,1.6,112.41,25,7.6,0.328379603
225,10,4.97265,4.26,1.6,112.41,25,7.6,0.328379603
225,10,9.94718,4.26,1.6,112.41,25,7.6,0.328379603
225,10,0.992701,4.26,1.6,112.41,25,7.6,-1.589391457
225,10,2,4.26,1.6,112.41,25,7.6,-1.589391457
225,10,2.9927,4.26,1.6,112.41,25,7.6,-1.589391457
225,10,4,4.26,1.6,112.41,25,7.6,-1.589391457
225,10,5.0073,4.26,1.6,112.41,25,7.6,-1.589391457
225,10,1.11386,4.26,1.6,112.41,25,7.6,-0.264800452
225,10,3.00743,4.26,1.6,112.41,25,7.6,-0.264800452
225,10,5.12376,4.26,1.6,112.41,25,7.6,-0.264800452
225,10,10.0248,4.26,1.6,112.41,25,7.6,-0.264800452
225,10,20.0495,4.26,1.6,112.41,25,7.6,-0.264800452
225,10,39.9876,4.26,1.6,112.41,25,7.6,-0.264800452
225,10,1,4.26,1.6,112.41,25,7.6,-3.629857153
225,10,2,4.26,1.6,112.41,25,7.6,-3.629857153
225,10,3,4.26,1.6,112.41,25,7.6,-3.629857153
225,10,4,4.26,1.6,112.41,25,7.6,-3.629857153
225,10,5,4.26,1.6,112.41,25,7.6,-3.629857153
225,10,10.027,4.26,1.6,112.41,25,7.6,-3.629857153
225,10,1.00504,4.26,1.6,112.41,25,7.6,-0.442613118
225,10,1.98469,4.26,1.6,112.41,25,7.6,-0.442613118
225,10,2.9917,4.26,1.6,112.41,25,7.6,-0.442613118
225,10,3.97155,4.26,1.6,112.41,25,7.6,-0.442613118
225,10,4.97846,4.26,1.6,112.41,25,7.6,-0.442613118
225,10,9.96242,4.26,1.6,112.41,25,7.6,-0.442613118
225,10,0.992701,4.26,1.6,112.41,25,7.6,-0.897909474
225,10,2,4.26,1.6,112.41,25,7.6,-0.897909474
225,10,3.0073,4.26,1.6,112.41,25,7.6,-0.897909474
225,10,4,4.26,1.6,112.41,25,7.6,-0.897909474
225,10,5.0073,4.26,1.6,112.41,25,7.6,-0.897909474
225,10,1.11386,4.26,1.6,112.41,25,7.6,-0.211492248
225,10,3.00743,4.26,1.6,112.41,25,7.6,-0.211492248
225,10,5.12376,4.26,1.6,112.41,25,7.6,-0.211492248
225,10,10.0248,4.26,1.6,112.41,25,7.6,-0.211492248
225,10,20.0495,4.26,1.6,112.41,25,7.6,-0.211492248
225,10,40.099,4.26,1.6,112.41,25,7.6,-0.211492248
225,10,1,4.26,1.6,112.41,25,7.6,-4.155522824
225,10,2,4.26,1.6,112.41,25,7.6,-4.155522824
225,10,3,4.26,1.6,112.41,25,7.6,-4.155522824
225,10,5,4.26,1.6,112.41,25,7.6,-4.155522824
225,10,1.00553,4.26,1.6,112.41,25,7.6,-1.460422117
225,10,1.98548,4.26,1.6,112.41,25,7.6,-1.460422117
225,10,2.99219,4.26,1.6,112.41,25,7.6,-1.460422117
225,10,3.99998,4.26,1.6,112.41,25,7.6,-1.460422117
225,10,4.98013,4.26,1.6,112.41,25,7.6,-1.460422117
225,10,9.96282,4.26,1.6,112.41,25,7.6,-1.460422117
225,10,0.992701,4.26,1.6,112.41,25,7.6,-1.240483241
225,10,2,4.26,1.6,112.41,25,7.6,-1.240483241
225,10,2.9927,4.26,1.6,112.41,25,7.6,-1.240483241
225,10,4,4.26,1.6,112.41,25,7.6,-1.240483241
225,10,5.0073,4.26,1.6,112.41,25,7.6,-1.240483241
225,10,1.11386,4.26,1.6,112.41,25,7.6,0.012541973
225,10,3.11881,4.26,1.6,112.41,25,7.6,0.012541973
225,10,5.01238,4.26,1.6,112.41,25,7.6,0.012541973
225,10,10.0248,4.26,1.6,112.41,25,7.6,0.012541973
225,10,20.0495,4.26,1.6,112.41,25,7.6,0.012541973
225,10,40.099,4.26,1.6,112.41,25,7.6,0.012541973
112.5,1,0.1309035,4.19,1.9,63.55,25,5.5,-0.818722507
112.5,1,0.911149,4.19,1.9,63.55,25,5.5,-0.818722507
112.5,1,1.952181,4.19,1.9,63.55,25,5.5,-0.818722507
112.5,1,5.198892,4.19,1.9,63.55,25,5.5,-0.818722507
112.5,1,8.303267,4.19,1.9,63.55,25,5.5,-0.818722507
112.5,1,10.524395,4.19,1.9,63.55,25,5.5,-0.818722507
40,1,4.977089,3.75,1.6,51.996,25,4,0.540829814
40,1,9.793363,3.75,1.6,51.996,25,4,0.540829814
40,1,20.16078,3.75,1.6,51.996,25,4,0.540829814
40,1,30.03748,3.75,1.6,51.996,25,4,0.540829814
40,1,40.05185,3.75,1.6,51.996,25,4,0.540829814
40,1,50.07381,3.75,1.6,51.996,25,4,0.540829814
0.055,1,9.986282,,2.18,74.922,25,3,-2.950781977
0.055,1,20.061182,,2.18,74.922,25,3,-2.950781977
0.055,1,30.112918,,2.18,74.922,25,3,-2.950781977
0.055,1,40.13307,,2.18,74.922,25,3,-2.950781977
0.055,1,50.05754,,2.18,74.922,25,3,-2.950781977
45667,1,9.975373,,2.18,74.922,25,3,-2.980053318
45667,1,20.024818,,2.18,74.922,25,3,-2.980053318
45667,1,30.217027,,2.18,74.922,25,3,-2.980053318
45667,1,40.049436,,2.18,74.922,25,3,-2.980053318
45667,1,50.19801,,2.18,74.922,25,3,-2.980053318
55,1,9.960827,,2.18,74.922,25,3,-3.036212173
55,1,19.964145,,2.18,74.922,25,3,-3.036212173
55,1,30.019518,,2.18,74.922,25,3,-3.036212173
55,1,40.050582,,2.18,74.922,25,3,-3.036212173
55,1,50.0671,,2.18,74.922,25,3,-3.036212173
